,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area_ISO3
24614,Maize,1992,495.0,16582.0,16.48,ZAF
24615,Potatoes,1992,495.0,16582.0,21.53,ZAF
24616,Potatoes,1992,495.0,16582.0,16.48,ZAF
24617,Potatoes,1992,495.0,16582.0,19.95,ZAF
24618,Potatoes,1992,495.0,16582.0,16.48,ZAF
24619,"Rice, paddy",1992,495.0,16582.0,21.53,ZAF
24620,"Rice, paddy",1992,495.0,16582.0,16.48,ZAF
24621,"Rice, paddy",1992,495.0,16582.0,19.95,ZAF
24622,"Rice, paddy",1992,495.0,16582.0,16.48,ZAF
24623,Sorghum,1992,495.0,16582.0,21.53,ZAF
24624,Sorghum,1992,495.0,16582.0,16.48,ZAF
24625,Sorghum,1992,495.0,16582.0,19.95,ZAF
24626,Sorghum,1992,495.0,16582.0,16.48,ZAF
24627,Soybeans,1992,495.0,16582.0,21.53,ZAF
24628,Soybeans,1992,495.0,16582.0,16.48,ZAF
24629,Soybeans,1992,495.0,16582.0,19.95,ZAF
24630,Soybeans,1992,495.0,16582.0,16.48,ZAF
24631,Sweet potatoes,1992,495.0,16582.0,21.53,ZAF
24632,Sweet potatoes,1992,495.0,16582.0,16.48,ZAF
24633,Sweet potatoes,1992,495.0,16582.0,19.95,ZAF
24634,Sweet potatoes,1992,495.0,16582.0,16.48,ZAF
24635,Wheat,1992,495.0,16582.0,21.53,ZAF
24636,Wheat,1992,495.0,16582.0,16.48,ZAF
24637,Wheat,1992,495.0,16582.0,19.95,ZAF
24638,Wheat,1992,495.0,16582.0,16.48,ZAF
24639,Maize,1993,495.0,16582.0,21.32,ZAF
24640,Maize,1993,495.0,16582.0,16.01,ZAF
24641,Maize,1993,495.0,16582.0,19.32,ZAF
24642,Maize,1993,495.0,16582.0,16.01,ZAF
24643,Potatoes,1993,495.0,16582.0,21.32,ZAF
24644,Potatoes,1993,495.0,16582.0,16.01,ZAF
24645,Potatoes,1993,495.0,16582.0,19.32,ZAF
24646,Potatoes,1993,495.0,16582.0,16.01,ZAF
24647,"Rice, paddy",1993,495.0,16582.0,21.32,ZAF
24648,"Rice, paddy",1993,495.0,16582.0,16.01,ZAF
24649,"Rice, paddy",1993,495.0,16582.0,19.32,ZAF
24650,"Rice, paddy",1993,495.0,16582.0,16.01,ZAF
24651,Sorghum,1993,495.0,16582.0,21.32,ZAF
24652,Sorghum,1993,495.0,16582.0,16.01,ZAF
24653,Sorghum,1993,495.0,16582.0,19.32,ZAF
24654,Sorghum,1993,495.0,16582.0,16.01,ZAF
24655,Soybeans,1993,495.0,16582.0,21.32,ZAF
24656,Soybeans,1993,495.0,16582.0,16.01,ZAF
24657,Soybeans,1993,495.0,16582.0,19.32,ZAF
24658,Soybeans,1993,495.0,16582.0,16.01,ZAF
24659,Sweet potatoes,1993,495.0,16582.0,21.32,ZAF
24660,Sweet potatoes,1993,495.0,16582.0,16.01,ZAF
24661,Sweet potatoes,1993,495.0,16582.0,19.32,ZAF
24662,Sweet potatoes,1993,495.0,16582.0,16.01,ZAF
24663,Wheat,1993,495.0,16582.0,21.32,ZAF
24664,Wheat,1993,495.0,16582.0,16.01,ZAF
24665,Wheat,1993,495.0,16582.0,19.32,ZAF
24666,Wheat,1993,495.0,16582.0,16.01,ZAF
24667,Maize,1994,495.0,16582.0,20.65,ZAF
24668,Maize,1994,495.0,16582.0,15.1,ZAF
24669,Maize,1994,495.0,16582.0,18.48,ZAF
24670,Maize,1994,495.0,16582.0,15.1,ZAF
24671,Potatoes,1994,495.0,16582.0,20.65,ZAF
24672,Potatoes,1994,495.0,16582.0,15.1,ZAF
24673,Potatoes,1994,495.0,16582.0,18.48,ZAF
24674,Potatoes,1994,495.0,16582.0,15.1,ZAF
24675,"Rice, paddy",1994,495.0,16582.0,20.65,ZAF
24676,"Rice, paddy",1994,495.0,16582.0,15.1,ZAF
24677,"Rice, paddy",1994,495.0,16582.0,18.48,ZAF
24678,"Rice, paddy",1994,495.0,16582.0,15.1,ZAF
24679,Sorghum,1994,495.0,16582.0,20.65,ZAF
24680,Sorghum,1994,495.0,16582.0,15.1,ZAF
24681,Sorghum,1994,495.0,16582.0,18.48,ZAF
24682,Sorghum,1994,495.0,16582.0,15.1,ZAF
24683,Soybeans,1994,495.0,16582.0,20.65,ZAF
24684,Soybeans,1994,495.0,16582.0,15.1,ZAF
24685,Soybeans,1994,495.0,16582.0,18.48,ZAF
24686,Soybeans,1994,495.0,16582.0,15.1,ZAF
24687,Sweet potatoes,1994,495.0,16582.0,20.65,ZAF
24688,Sweet potatoes,1994,495.0,16582.0,15.1,ZAF
24689,Sweet potatoes,1994,495.0,16582.0,18.48,ZAF
24690,Sweet potatoes,1994,495.0,16582.0,15.1,ZAF
24691,Wheat,1994,495.0,16582.0,20.65,ZAF
24692,Wheat,1994,495.0,16582.0,15.1,ZAF
24693,Wheat,1994,495.0,16582.0,18.48,ZAF
24694,Wheat,1994,495.0,16582.0,15.1,ZAF
24695,Maize,1995,495.0,18025.0,20.73,ZAF
24696,Maize,1995,495.0,18025.0,15.77,ZAF
24697,Maize,1995,495.0,18025.0,19.23,ZAF
24698,Maize,1995,495.0,18025.0,15.77,ZAF
24699,Potatoes,1995,495.0,18025.0,20.73,ZAF
24700,Potatoes,1995,495.0,18025.0,15.77,ZAF
24701,Potatoes,1995,495.0,18025.0,19.23,ZAF
24702,Potatoes,1995,495.0,18025.0,15.77,ZAF
24703,"Rice, paddy",1995,495.0,18025.0,20.73,ZAF
24704,"Rice, paddy",1995,495.0,18025.0,15.77,ZAF
24705,"Rice, paddy",1995,495.0,18025.0,19.23,ZAF
24706,"Rice, paddy",1995,495.0,18025.0,15.77,ZAF
24707,Sorghum,1995,495.0,18025.0,20.73,ZAF
24708,Sorghum,1995,495.0,18025.0,15.77,ZAF
24709,Sorghum,1995,495.0,18025.0,19.23,ZAF
24710,Sorghum,1995,495.0,18025.0,15.77,ZAF
24711,Soybeans,1995,495.0,18025.0,20.73,ZAF
24712,Soybeans,1995,495.0,18025.0,15.77,ZAF
24713,Soybeans,1995,495.0,18025.0,19.23,ZAF
24714,Soybeans,1995,495.0,18025.0,15.77,ZAF
24715,Sweet potatoes,1995,495.0,18025.0,20.73,ZAF
24716,Sweet potatoes,1995,495.0,18025.0,15.77,ZAF
24717,Sweet potatoes,1995,495.0,18025.0,19.23,ZAF
24718,Sweet potatoes,1995,495.0,18025.0,15.77,ZAF
24719,Wheat,1995,495.0,18025.0,20.73,ZAF
24720,Wheat,1995,495.0,18025.0,15.77,ZAF
24721,Wheat,1995,495.0,18025.0,19.23,ZAF
24722,Wheat,1995,495.0,18025.0,15.77,ZAF
24723,Maize,1996,495.0,19508.0,20.49,ZAF
24724,Maize,1996,495.0,19508.0,15.23,ZAF
24725,Maize,1996,495.0,19508.0,18.49,ZAF
24726,Maize,1996,495.0,19508.0,15.23,ZAF
24727,Potatoes,1996,495.0,19508.0,20.49,ZAF
24728,Potatoes,1996,495.0,19508.0,15.23,ZAF
24729,Potatoes,1996,495.0,19508.0,18.49,ZAF
24730,Potatoes,1996,495.0,19508.0,15.23,ZAF
24731,"Rice, paddy",1996,495.0,19508.0,20.49,ZAF
24732,"Rice, paddy",1996,495.0,19508.0,15.23,ZAF
24733,"Rice, paddy",1996,495.0,19508.0,18.49,ZAF
24734,"Rice, paddy",1996,495.0,19508.0,15.23,ZAF
24735,Sorghum,1996,495.0,19508.0,20.49,ZAF
24736,Sorghum,1996,495.0,19508.0,15.23,ZAF
24737,Sorghum,1996,495.0,19508.0,18.49,ZAF
24738,Sorghum,1996,495.0,19508.0,15.23,ZAF
24739,Soybeans,1996,495.0,19508.0,20.49,ZAF
24740,Soybeans,1996,495.0,19508.0,15.23,ZAF
24741,Soybeans,1996,495.0,19508.0,18.49,ZAF
24742,Soybeans,1996,495.0,19508.0,15.23,ZAF
24743,Sweet potatoes,1996,495.0,19508.0,20.49,ZAF
24744,Sweet potatoes,1996,495.0,19508.0,15.23,ZAF
24745,Sweet potatoes,1996,495.0,19508.0,18.49,ZAF
24746,Sweet potatoes,1996,495.0,19508.0,15.23,ZAF
24747,Wheat,1996,495.0,19508.0,20.49,ZAF
24748,Wheat,1996,495.0,19508.0,15.23,ZAF
24749,Wheat,1996,495.0,19508.0,18.49,ZAF
24750,Wheat,1996,495.0,19508.0,15.23,ZAF
24751,Maize,1997,495.0,21596.0,20.57,ZAF
24752,Maize,1997,495.0,21596.0,15.38,ZAF
24753,Maize,1997,495.0,21596.0,18.64,ZAF
24754,Maize,1997,495.0,21596.0,15.38,ZAF
24755,Potatoes,1997,495.0,21596.0,20.57,ZAF
24756,Potatoes,1997,495.0,21596.0,15.38,ZAF
24757,Potatoes,1997,495.0,21596.0,18.64,ZAF
24758,Potatoes,1997,495.0,21596.0,15.38,ZAF
24759,"Rice, paddy",1997,495.0,21596.0,20.57,ZAF
24760,"Rice, paddy",1997,495.0,21596.0,15.38,ZAF
24761,"Rice, paddy",1997,495.0,21596.0,18.64,ZAF
24762,"Rice, paddy",1997,495.0,21596.0,15.38,ZAF
24763,Sorghum,1997,495.0,21596.0,20.57,ZAF
24764,Sorghum,1997,495.0,21596.0,15.38,ZAF
24765,Sorghum,1997,495.0,21596.0,18.64,ZAF
24766,Sorghum,1997,495.0,21596.0,15.38,ZAF
24767,Soybeans,1997,495.0,21596.0,20.57,ZAF
24768,Soybeans,1997,495.0,21596.0,15.38,ZAF
24769,Soybeans,1997,495.0,21596.0,18.64,ZAF
24770,Soybeans,1997,495.0,21596.0,15.38,ZAF
24771,Sweet potatoes,1997,495.0,21596.0,20.57,ZAF
24772,Sweet potatoes,1997,495.0,21596.0,15.38,ZAF
24773,Sweet potatoes,1997,495.0,21596.0,18.64,ZAF
24774,Sweet potatoes,1997,495.0,21596.0,15.38,ZAF
24775,Wheat,1997,495.0,21596.0,20.57,ZAF
24776,Wheat,1997,495.0,21596.0,15.38,ZAF
24777,Wheat,1997,495.0,21596.0,18.64,ZAF
24778,Wheat,1997,495.0,21596.0,15.38,ZAF
24779,Maize,1998,495.0,24304.0,21.22,ZAF
24780,Maize,1998,495.0,24304.0,16.11,ZAF
24781,Maize,1998,495.0,24304.0,19.42,ZAF
24782,Maize,1998,495.0,24304.0,16.11,ZAF
24783,Potatoes,1998,495.0,24304.0,21.22,ZAF
24784,Potatoes,1998,495.0,24304.0,16.11,ZAF
24785,Potatoes,1998,495.0,24304.0,19.42,ZAF
24786,Potatoes,1998,495.0,24304.0,16.11,ZAF
24787,"Rice, paddy",1998,495.0,24304.0,21.22,ZAF
24788,"Rice, paddy",1998,495.0,24304.0,16.11,ZAF
24789,"Rice, paddy",1998,495.0,24304.0,19.42,ZAF
24790,"Rice, paddy",1998,495.0,24304.0,16.11,ZAF
24791,Sorghum,1998,495.0,24304.0,21.22,ZAF
24792,Sorghum,1998,495.0,24304.0,16.11,ZAF
24793,Sorghum,1998,495.0,24304.0,19.42,ZAF
24794,Sorghum,1998,495.0,24304.0,16.11,ZAF
24795,Soybeans,1998,495.0,24304.0,21.22,ZAF
24796,Soybeans,1998,495.0,24304.0,16.11,ZAF
24797,Soybeans,1998,495.0,24304.0,19.42,ZAF
24798,Soybeans,1998,495.0,24304.0,16.11,ZAF
24799,Sweet potatoes,1998,495.0,24304.0,21.22,ZAF
24800,Sweet potatoes,1998,495.0,24304.0,16.11,ZAF
24801,Sweet potatoes,1998,495.0,24304.0,19.42,ZAF
24802,Sweet potatoes,1998,495.0,24304.0,16.11,ZAF
24803,Wheat,1998,495.0,24304.0,21.22,ZAF
24804,Wheat,1998,495.0,24304.0,16.11,ZAF
24805,Wheat,1998,495.0,24304.0,19.42,ZAF
24806,Wheat,1998,495.0,24304.0,16.11,ZAF
24807,Maize,1999,495.0,26098.8,21.64,ZAF
24808,Maize,1999,495.0,26098.8,16.09,ZAF
24809,Maize,1999,495.0,26098.8,19.27,ZAF
24810,Maize,1999,495.0,26098.8,16.09,ZAF
24811,Potatoes,1999,495.0,26098.8,21.64,ZAF
24812,Potatoes,1999,495.0,26098.8,16.09,ZAF
24813,Potatoes,1999,495.0,26098.8,19.27,ZAF
24814,Potatoes,1999,495.0,26098.8,16.09,ZAF
24815,"Rice, paddy",1999,495.0,26098.8,21.64,ZAF
24816,"Rice, paddy",1999,495.0,26098.8,16.09,ZAF
24817,"Rice, paddy",1999,495.0,26098.8,19.27,ZAF
24818,"Rice, paddy",1999,495.0,26098.8,16.09,ZAF
24819,Sorghum,1999,495.0,26098.8,21.64,ZAF
24820,Sorghum,1999,495.0,26098.8,16.09,ZAF
24821,Sorghum,1999,495.0,26098.8,19.27,ZAF
24822,Sorghum,1999,495.0,26098.8,16.09,ZAF
24823,Soybeans,1999,495.0,26098.8,21.64,ZAF
24824,Soybeans,1999,495.0,26098.8,16.09,ZAF
24825,Soybeans,1999,495.0,26098.8,19.27,ZAF
24826,Soybeans,1999,495.0,26098.8,16.09,ZAF
24827,Sweet potatoes,1999,495.0,26098.8,21.64,ZAF
24828,Sweet potatoes,1999,495.0,26098.8,16.09,ZAF
24829,Sweet potatoes,1999,495.0,26098.8,19.27,ZAF
24830,Sweet potatoes,1999,495.0,26098.8,16.09,ZAF
24831,Wheat,1999,495.0,26098.8,21.64,ZAF
24832,Wheat,1999,495.0,26098.8,16.09,ZAF
24833,Wheat,1999,495.0,26098.8,19.27,ZAF
24834,Wheat,1999,495.0,26098.8,16.09,ZAF
24835,Maize,2000,495.0,26857.0,20.74,ZAF
24836,Maize,2000,495.0,26857.0,15.13,ZAF
24837,Maize,2000,495.0,26857.0,18.26,ZAF
24838,Maize,2000,495.0,26857.0,15.13,ZAF
24839,Potatoes,2000,495.0,26857.0,20.74,ZAF
24840,Potatoes,2000,495.0,26857.0,15.13,ZAF
24841,Potatoes,2000,495.0,26857.0,18.26,ZAF
24842,Potatoes,2000,495.0,26857.0,15.13,ZAF
24843,"Rice, paddy",2000,495.0,26857.0,20.74,ZAF
24844,"Rice, paddy",2000,495.0,26857.0,15.13,ZAF
24845,"Rice, paddy",2000,495.0,26857.0,18.26,ZAF
24846,"Rice, paddy",2000,495.0,26857.0,15.13,ZAF
24847,Sorghum,2000,495.0,26857.0,20.74,ZAF
24848,Sorghum,2000,495.0,26857.0,15.13,ZAF
24849,Sorghum,2000,495.0,26857.0,18.26,ZAF
24850,Sorghum,2000,495.0,26857.0,15.13,ZAF
24851,Soybeans,2000,495.0,26857.0,20.74,ZAF
24852,Soybeans,2000,495.0,26857.0,15.13,ZAF
24853,Soybeans,2000,495.0,26857.0,18.26,ZAF
24854,Soybeans,2000,495.0,26857.0,15.13,ZAF
24855,Sweet potatoes,2000,495.0,26857.0,20.74,ZAF
24856,Sweet potatoes,2000,495.0,26857.0,15.13,ZAF
24857,Sweet potatoes,2000,495.0,26857.0,18.26,ZAF
24858,Sweet potatoes,2000,495.0,26857.0,15.13,ZAF
24859,Wheat,2000,495.0,26857.0,20.74,ZAF
24860,Wheat,2000,495.0,26857.0,15.13,ZAF
24861,Wheat,2000,495.0,26857.0,18.26,ZAF
24862,Wheat,2000,495.0,26857.0,15.13,ZAF
24863,Maize,2001,495.0,26857.0,21.25,ZAF
24864,Maize,2001,495.0,26857.0,15.68,ZAF
24865,Maize,2001,495.0,26857.0,18.92,ZAF
24866,Maize,2001,495.0,26857.0,15.68,ZAF
24867,Potatoes,2001,495.0,26857.0,21.25,ZAF
24868,Potatoes,2001,495.0,26857.0,15.68,ZAF
24869,Potatoes,2001,495.0,26857.0,18.92,ZAF
24870,Potatoes,2001,495.0,26857.0,15.68,ZAF
24871,"Rice, paddy",2001,495.0,26857.0,21.25,ZAF
24872,"Rice, paddy",2001,495.0,26857.0,15.68,ZAF
24873,"Rice, paddy",2001,495.0,26857.0,18.92,ZAF
24874,"Rice, paddy",2001,495.0,26857.0,15.68,ZAF
24875,Sorghum,2001,495.0,26857.0,21.25,ZAF
24876,Sorghum,2001,495.0,26857.0,15.68,ZAF
24877,Sorghum,2001,495.0,26857.0,18.92,ZAF
24878,Sorghum,2001,495.0,26857.0,15.68,ZAF
24879,Soybeans,2001,495.0,26857.0,21.25,ZAF
24880,Soybeans,2001,495.0,26857.0,15.68,ZAF
24881,Soybeans,2001,495.0,26857.0,18.92,ZAF
24882,Soybeans,2001,495.0,26857.0,15.68,ZAF
24883,Sweet potatoes,2001,495.0,26857.0,21.25,ZAF
24884,Sweet potatoes,2001,495.0,26857.0,15.68,ZAF
24885,Sweet potatoes,2001,495.0,26857.0,18.92,ZAF
24886,Sweet potatoes,2001,495.0,26857.0,15.68,ZAF
24887,Wheat,2001,495.0,26857.0,21.25,ZAF
24888,Wheat,2001,495.0,26857.0,15.68,ZAF
24889,Wheat,2001,495.0,26857.0,18.92,ZAF
24890,Wheat,2001,495.0,26857.0,15.68,ZAF
24891,Maize,2002,495.0,26857.0,21.07,ZAF
24892,Maize,2002,495.0,26857.0,15.88,ZAF
24893,Maize,2002,495.0,26857.0,19.28,ZAF
24894,Maize,2002,495.0,26857.0,15.88,ZAF
24895,Potatoes,2002,495.0,26857.0,21.07,ZAF
24896,Potatoes,2002,495.0,26857.0,15.88,ZAF
24897,Potatoes,2002,495.0,26857.0,19.28,ZAF
24898,Potatoes,2002,495.0,26857.0,15.88,ZAF
24899,"Rice, paddy",2002,495.0,26857.0,21.07,ZAF
24900,"Rice, paddy",2002,495.0,26857.0,15.88,ZAF
24901,"Rice, paddy",2002,495.0,26857.0,19.28,ZAF
24902,"Rice, paddy",2002,495.0,26857.0,15.88,ZAF
24903,Sorghum,2002,495.0,26857.0,21.07,ZAF
24904,Sorghum,2002,495.0,26857.0,15.88,ZAF
24905,Sorghum,2002,495.0,26857.0,19.28,ZAF
24906,Sorghum,2002,495.0,26857.0,15.88,ZAF
24907,Soybeans,2002,495.0,26857.0,21.07,ZAF
24908,Soybeans,2002,495.0,26857.0,15.88,ZAF
24909,Soybeans,2002,495.0,26857.0,19.28,ZAF
24910,Soybeans,2002,495.0,26857.0,15.88,ZAF
24911,Sweet potatoes,2002,495.0,26857.0,21.07,ZAF
24912,Sweet potatoes,2002,495.0,26857.0,15.88,ZAF
24913,Sweet potatoes,2002,495.0,26857.0,19.28,ZAF
24914,Sweet potatoes,2002,495.0,26857.0,15.88,ZAF
24915,Wheat,2002,495.0,26857.0,21.07,ZAF
24916,Wheat,2002,495.0,26857.0,15.88,ZAF
24917,Wheat,2002,495.0,26857.0,19.28,ZAF
24918,Wheat,2002,495.0,26857.0,15.88,ZAF
24919,Maize,2004,495.0,26857.0,21.11,ZAF
24920,Maize,2004,495.0,26857.0,15.49,ZAF
24921,Maize,2004,495.0,26857.0,18.75,ZAF
24922,Maize,2004,495.0,26857.0,15.49,ZAF
24923,Potatoes,2004,495.0,26857.0,21.11,ZAF
24924,Potatoes,2004,495.0,26857.0,15.49,ZAF
24925,Potatoes,2004,495.0,26857.0,18.75,ZAF
24926,Potatoes,2004,495.0,26857.0,15.49,ZAF
24927,"Rice, paddy",2004,495.0,26857.0,21.11,ZAF
24928,"Rice, paddy",2004,495.0,26857.0,15.49,ZAF
24929,"Rice, paddy",2004,495.0,26857.0,18.75,ZAF
24930,"Rice, paddy",2004,495.0,26857.0,15.49,ZAF
24931,Sorghum,2004,495.0,26857.0,21.11,ZAF
24932,Sorghum,2004,495.0,26857.0,15.49,ZAF
24933,Sorghum,2004,495.0,26857.0,18.75,ZAF
24934,Sorghum,2004,495.0,26857.0,15.49,ZAF
24935,Soybeans,2004,495.0,26857.0,21.11,ZAF
24936,Soybeans,2004,495.0,26857.0,15.49,ZAF
24937,Soybeans,2004,495.0,26857.0,18.75,ZAF
24938,Soybeans,2004,495.0,26857.0,15.49,ZAF
24939,Sweet potatoes,2004,495.0,26857.0,21.11,ZAF
24940,Sweet potatoes,2004,495.0,26857.0,15.49,ZAF
24941,Sweet potatoes,2004,495.0,26857.0,18.75,ZAF
24942,Sweet potatoes,2004,495.0,26857.0,15.49,ZAF
24943,Wheat,2004,495.0,26857.0,21.11,ZAF
24944,Wheat,2004,495.0,26857.0,15.49,ZAF
24945,Wheat,2004,495.0,26857.0,18.75,ZAF
24946,Wheat,2004,495.0,26857.0,15.49,ZAF
24947,Maize,2005,495.0,26857.0,21.14,ZAF
24948,Maize,2005,495.0,26857.0,16.29,ZAF
24949,Maize,2005,495.0,26857.0,19.74,ZAF
24950,Maize,2005,495.0,26857.0,16.29,ZAF
24951,Potatoes,2005,495.0,26857.0,21.14,ZAF
24952,Potatoes,2005,495.0,26857.0,16.29,ZAF
24953,Potatoes,2005,495.0,26857.0,19.74,ZAF
24954,Potatoes,2005,495.0,26857.0,16.29,ZAF
24955,"Rice, paddy",2005,495.0,26857.0,21.14,ZAF
24956,"Rice, paddy",2005,495.0,26857.0,16.29,ZAF
24957,"Rice, paddy",2005,495.0,26857.0,19.74,ZAF
24958,"Rice, paddy",2005,495.0,26857.0,16.29,ZAF
24959,Sorghum,2005,495.0,26857.0,21.14,ZAF
24960,Sorghum,2005,495.0,26857.0,16.29,ZAF
24961,Sorghum,2005,495.0,26857.0,19.74,ZAF
24962,Sorghum,2005,495.0,26857.0,16.29,ZAF
24963,Soybeans,2005,495.0,26857.0,21.14,ZAF
24964,Soybeans,2005,495.0,26857.0,16.29,ZAF
24965,Soybeans,2005,495.0,26857.0,19.74,ZAF
24966,Soybeans,2005,495.0,26857.0,16.29,ZAF
24967,Sweet potatoes,2005,495.0,26857.0,21.14,ZAF
24968,Sweet potatoes,2005,495.0,26857.0,16.29,ZAF
24969,Sweet potatoes,2005,495.0,26857.0,19.74,ZAF
24970,Sweet potatoes,2005,495.0,26857.0,16.29,ZAF
24971,Wheat,2005,495.0,26857.0,21.14,ZAF
24972,Wheat,2005,495.0,26857.0,16.29,ZAF
24973,Wheat,2005,495.0,26857.0,19.74,ZAF
24974,Wheat,2005,495.0,26857.0,16.29,ZAF
24975,Maize,2006,495.0,26857.0,20.86,ZAF
24976,Maize,2006,495.0,26857.0,15.26,ZAF
24977,Maize,2006,495.0,26857.0,18.42,ZAF
24978,Maize,2006,495.0,26857.0,15.26,ZAF
24979,Potatoes,2006,495.0,26857.0,20.86,ZAF
24980,Potatoes,2006,495.0,26857.0,15.26,ZAF
24981,Potatoes,2006,495.0,26857.0,18.42,ZAF
24982,Potatoes,2006,495.0,26857.0,15.26,ZAF
24983,"Rice, paddy",2006,495.0,26857.0,20.86,ZAF
24984,"Rice, paddy",2006,495.0,26857.0,15.26,ZAF
24985,"Rice, paddy",2006,495.0,26857.0,18.42,ZAF
24986,"Rice, paddy",2006,495.0,26857.0,15.26,ZAF
24987,Sorghum,2006,495.0,26857.0,20.86,ZAF
24988,Sorghum,2006,495.0,26857.0,15.26,ZAF
24989,Sorghum,2006,495.0,26857.0,18.42,ZAF
24990,Sorghum,2006,495.0,26857.0,15.26,ZAF
24991,Soybeans,2006,495.0,26857.0,20.86,ZAF
24992,Soybeans,2006,495.0,26857.0,15.26,ZAF
24993,Soybeans,2006,495.0,26857.0,18.42,ZAF
24994,Soybeans,2006,495.0,26857.0,15.26,ZAF
24995,Sweet potatoes,2006,495.0,26857.0,20.86,ZAF
24996,Sweet potatoes,2006,495.0,26857.0,15.26,ZAF
24997,Sweet potatoes,2006,495.0,26857.0,18.42,ZAF
24998,Sweet potatoes,2006,495.0,26857.0,15.26,ZAF
24999,Wheat,2006,495.0,26857.0,20.86,ZAF
25000,Wheat,2006,495.0,26857.0,15.26,ZAF
25001,Wheat,2006,495.0,26857.0,18.42,ZAF
25002,Wheat,2006,495.0,26857.0,15.26,ZAF
25003,Maize,2007,495.0,26857.0,21.07,ZAF
25004,Maize,2007,495.0,26857.0,15.9,ZAF
25005,Maize,2007,495.0,26857.0,18.98,ZAF
25006,Maize,2007,495.0,26857.0,15.9,ZAF
25007,Potatoes,2007,495.0,26857.0,21.07,ZAF
25008,Potatoes,2007,495.0,26857.0,15.9,ZAF
25009,Potatoes,2007,495.0,26857.0,18.98,ZAF
25010,Potatoes,2007,495.0,26857.0,15.9,ZAF
25011,"Rice, paddy",2007,495.0,26857.0,21.07,ZAF
25012,"Rice, paddy",2007,495.0,26857.0,15.9,ZAF
25013,"Rice, paddy",2007,495.0,26857.0,18.98,ZAF
25014,"Rice, paddy",2007,495.0,26857.0,15.9,ZAF
25015,Sorghum,2007,495.0,26857.0,21.07,ZAF
25016,Sorghum,2007,495.0,26857.0,15.9,ZAF
25017,Sorghum,2007,495.0,26857.0,18.98,ZAF
25018,Sorghum,2007,495.0,26857.0,15.9,ZAF
25019,Soybeans,2007,495.0,26857.0,21.07,ZAF
25020,Soybeans,2007,495.0,26857.0,15.9,ZAF
25021,Soybeans,2007,495.0,26857.0,18.98,ZAF
25022,Soybeans,2007,495.0,26857.0,15.9,ZAF
25023,Sweet potatoes,2007,495.0,26857.0,21.07,ZAF
25024,Sweet potatoes,2007,495.0,26857.0,15.9,ZAF
25025,Sweet potatoes,2007,495.0,26857.0,18.98,ZAF
25026,Sweet potatoes,2007,495.0,26857.0,15.9,ZAF
25027,Wheat,2007,495.0,26857.0,21.07,ZAF
25028,Wheat,2007,495.0,26857.0,15.9,ZAF
25029,Wheat,2007,495.0,26857.0,18.98,ZAF
25030,Wheat,2007,495.0,26857.0,15.9,ZAF
25031,Maize,2008,495.0,26857.0,20.89,ZAF
25032,Maize,2008,495.0,26857.0,15.75,ZAF
25033,Maize,2008,495.0,26857.0,18.91,ZAF
25034,Maize,2008,495.0,26857.0,15.75,ZAF
25035,Potatoes,2008,495.0,26857.0,20.89,ZAF
25036,Potatoes,2008,495.0,26857.0,15.75,ZAF
25037,Potatoes,2008,495.0,26857.0,18.91,ZAF
25038,Potatoes,2008,495.0,26857.0,15.75,ZAF
25039,"Rice, paddy",2008,495.0,26857.0,20.89,ZAF
25040,"Rice, paddy",2008,495.0,26857.0,15.75,ZAF
25041,"Rice, paddy",2008,495.0,26857.0,18.91,ZAF
25042,"Rice, paddy",2008,495.0,26857.0,15.75,ZAF
25043,Sorghum,2008,495.0,26857.0,20.89,ZAF
25044,Sorghum,2008,495.0,26857.0,15.75,ZAF
25045,Sorghum,2008,495.0,26857.0,18.91,ZAF
25046,Sorghum,2008,495.0,26857.0,15.75,ZAF
25047,Soybeans,2008,495.0,26857.0,20.89,ZAF
25048,Soybeans,2008,495.0,26857.0,15.75,ZAF
25049,Soybeans,2008,495.0,26857.0,18.91,ZAF
25050,Soybeans,2008,495.0,26857.0,15.75,ZAF
25051,Sweet potatoes,2008,495.0,26857.0,20.89,ZAF
25052,Sweet potatoes,2008,495.0,26857.0,15.75,ZAF
25053,Sweet potatoes,2008,495.0,26857.0,18.91,ZAF
25054,Sweet potatoes,2008,495.0,26857.0,15.75,ZAF
25055,Wheat,2008,495.0,26857.0,20.89,ZAF
25056,Wheat,2008,495.0,26857.0,15.75,ZAF
25057,Wheat,2008,495.0,26857.0,18.91,ZAF
25058,Wheat,2008,495.0,26857.0,15.75,ZAF
25059,Maize,2009,495.0,26857.0,20.71,ZAF
25060,Maize,2009,495.0,26857.0,15.44,ZAF
25061,Maize,2009,495.0,26857.0,18.67,ZAF
25062,Maize,2009,495.0,26857.0,15.44,ZAF
25063,Potatoes,2009,495.0,26857.0,20.71,ZAF
25064,Potatoes,2009,495.0,26857.0,15.44,ZAF
25065,Potatoes,2009,495.0,26857.0,18.67,ZAF
25066,Potatoes,2009,495.0,26857.0,15.44,ZAF
25067,"Rice, paddy",2009,495.0,26857.0,20.71,ZAF
25068,"Rice, paddy",2009,495.0,26857.0,15.44,ZAF
25069,"Rice, paddy",2009,495.0,26857.0,18.67,ZAF
25070,"Rice, paddy",2009,495.0,26857.0,15.44,ZAF
25071,Sorghum,2009,495.0,26857.0,20.71,ZAF
